"f1","f2","f3","f4","f5","dangerous","trial","sequence","sim_response","correct","performance","c","w","agent","subject"
0,1,1,1,0,0,36,36,1,0,0.472222222222222,1,"equal","equal_c1",2
0,0,1,0,1,0,37,37,0,1,0.486486486486487,1,"equal","equal_c1",2
1,0,1,1,1,1,38,38,0,0,0.473684210526316,1,"equal","equal_c1",2
0,0,1,1,0,0,39,39,1,0,0.461538461538462,1,"equal","equal_c1",2
0,0,0,1,1,0,40,40,1,0,0.45,1,"equal","equal_c1",2
1,0,1,1,0,1,41,41,0,0,0.439024390243902,1,"equal","equal_c1",2
1,0,1,0,0,1,42,42,0,0,0.428571428571429,1,"equal","equal_c1",2
1,1,1,1,1,1,43,43,1,1,0.441860465116279,1,"equal","equal_c1",2
1,0,1,0,1,1,44,44,0,0,0.431818181818182,1,"equal","equal_c1",2
0,1,0,1,0,0,45,45,0,1,0.444444444444444,1,"equal","equal_c1",2
0,1,0,1,1,0,46,46,0,1,0.456521739130435,1,"equal","equal_c1",2
1,1,1,0,0,1,47,47,0,0,0.446808510638298,1,"equal","equal_c1",2
1,1,0,1,1,0,48,48,0,1,0.458333333333333,1,"equal","equal_c1",2
0,0,1,1,1,0,49,49,1,0,0.448979591836735,1,"equal","equal_c1",2
1,1,1,1,1,1,50,50,1,1,0.46,1,"equal","equal_c1",2
1,1,0,1,1,0,51,51,0,1,0.470588235294118,1,"equal","equal_c1",2
0,1,0,0,1,0,52,52,1,0,0.461538461538462,1,"equal","equal_c1",2
1,0,1,0,1,1,53,53,0,0,0.452830188679245,1,"equal","equal_c1",2
0,0,1,0,0,0,54,54,1,0,0.444444444444444,1,"equal","equal_c1",2
0,0,0,1,0,0,55,55,0,1,0.454545454545455,1,"equal","equal_c1",2
1,0,1,0,1,1,56,56,1,1,0.464285714285714,1,"equal","equal_c1",2
1,1,1,1,0,1,57,57,1,1,0.473684210526316,1,"equal","equal_c1",2
0,1,1,0,0,0,58,58,1,0,0.46551724137931,1,"equal","equal_c1",2
0,0,1,1,1,0,59,59,0,1,0.474576271186441,1,"equal","equal_c1",2
1,1,1,1,1,1,60,60,0,0,0.466666666666667,1,"equal","equal_c1",2
1,0,0,1,1,0,61,61,0,1,0.475409836065574,1,"equal","equal_c1",2
1,1,1,1,0,1,62,62,1,1,0.483870967741935,1,"equal","equal_c1",2
1,0,1,1,0,1,63,63,1,1,0.492063492063492,1,"equal","equal_c1",2
1,0,1,1,1,1,64,64,1,1,0.5,1,"equal","equal_c1",2
0,0,1,1,1,0,65,65,0,1,0.507692307692308,1,"equal","equal_c1",2
0,1,1,0,0,0,66,66,0,1,0.515151515151515,1,"equal","equal_c1",2
1,1,1,0,0,1,67,67,0,0,0.507462686567164,1,"equal","equal_c1",2
1,1,1,1,0,1,68,68,1,1,0.514705882352941,1,"equal","equal_c1",2
1,0,1,1,0,1,69,69,0,0,0.507246376811594,1,"equal","equal_c1",2
0,1,0,1,0,0,70,70,1,0,0.5,1,"equal","equal_c1",2
1,0,1,0,1,1,71,71,1,1,0.507042253521127,1,"equal","equal_c1",2
1,1,1,1,1,1,72,72,1,1,0.513888888888889,1,"equal","equal_c1",2
0,1,0,1,1,0,73,73,1,0,0.506849315068493,1,"equal","equal_c1",2
0,0,1,0,1,0,74,74,0,1,0.513513513513513,1,"equal","equal_c1",2
1,0,0,1,1,0,75,75,1,0,0.506666666666667,1,"equal","equal_c1",2
0,0,0,1,0,0,76,76,0,1,0.513157894736842,1,"equal","equal_c1",2
1,1,1,1,1,1,77,77,1,1,0.519480519480519,1,"equal","equal_c1",2
1,1,0,1,0,0,78,78,0,1,0.525641025641026,1,"equal","equal_c1",2
0,1,1,1,0,0,79,79,1,0,0.518987341772152,1,"equal","equal_c1",2
1,0,1,1,1,1,80,80,1,1,0.525,1,"equal","equal_c1",2
1,0,1,1,0,1,81,81,0,0,0.518518518518518,1,"equal","equal_c1",2
0,0,1,0,0,0,82,82,0,1,0.524390243902439,1,"equal","equal_c1",2
0,0,1,1,1,0,83,83,1,0,0.518072289156627,1,"equal","equal_c1",2
1,1,1,0,1,1,84,84,1,1,0.523809523809524,1,"equal","equal_c1",2
1,0,1,0,1,1,85,85,1,1,0.529411764705882,1,"equal","equal_c1",2
0,1,0,0,1,0,86,86,0,1,0.534883720930233,1,"equal","equal_c1",2
1,0,1,0,0,1,87,87,1,1,0.540229885057471,1,"equal","equal_c1",2
1,1,1,1,1,1,88,88,1,1,0.545454545454545,1,"equal","equal_c1",2
1,1,0,1,1,0,89,89,1,0,0.539325842696629,1,"equal","equal_c1",2
0,0,1,1,0,0,90,90,0,1,0.544444444444444,1,"equal","equal_c1",2
1,1,1,1,1,1,91,91,0,0,0.538461538461538,1,"equal","equal_c1",2
1,0,1,1,1,1,92,92,1,1,0.543478260869565,1,"equal","equal_c1",2
0,0,0,1,1,0,93,93,0,1,0.548387096774194,1,"equal","equal_c1",2
1,1,0,1,1,0,94,94,0,1,0.553191489361702,1,"equal","equal_c1",2
1,0,1,0,1,1,95,95,1,1,0.557894736842105,1,"equal","equal_c1",2
1,1,1,1,0,1,96,96,1,1,0.5625,1,"equal","equal_c1",2
0,0,0,1,0,0,1,1,0,1,1,1,"equal","equal_c1",3
1,1,1,0,0,1,2,2,1,1,1,1,"equal","equal_c1",3
0,0,1,1,1,0,3,3,1,0,0.666666666666667,1,"equal","equal_c1",3
0,1,0,1,0,0,4,4,1,0,0.5,1,"equal","equal_c1",3
0,1,1,0,0,0,5,5,0,1,0.6,1,"equal","equal_c1",3
1,0,1,1,1,1,6,6,0,0,0.5,1,"equal","equal_c1",3
0,1,0,0,1,0,7,7,0,1,0.571428571428571,1,"equal","equal_c1",3
1,1,1,1,1,1,8,8,1,1,0.625,1,"equal","equal_c1",3
1,0,1,1,0,1,9,9,0,0,0.555555555555556,1,"equal","equal_c1",3
1,1,1,1,1,1,10,10,1,1,0.6,1,"equal","equal_c1",3
0,1,1,1,0,0,11,11,0,1,0.636363636363636,1,"equal","equal_c1",3
1,1,1,1,0,1,12,12,0,0,0.583333333333333,1,"equal","equal_c1",3
1,0,1,0,1,1,13,13,0,0,0.538461538461538,1,"equal","equal_c1",3
0,0,0,1,1,0,14,14,0,1,0.571428571428571,1,"equal","equal_c1",3
0,0,1,0,0,0,15,15,0,1,0.6,1,"equal","equal_c1",3
1,1,1,0,1,1,16,16,0,0,0.5625,1,"equal","equal_c1",3
1,0,1,1,0,1,17,17,0,0,0.529411764705882,1,"equal","equal_c1",3
1,0,1,0,1,1,18,18,0,0,0.5,1,"equal","equal_c1",3
1,0,1,0,1,1,19,19,1,1,0.526315789473684,1,"equal","equal_c1",3
1,1,1,1,1,1,20,20,1,1,0.55,1,"equal","equal_c1",3
1,1,1,1,1,1,21,21,1,1,0.571428571428571,1,"equal","equal_c1",3
1,1,0,1,1,0,22,22,1,0,0.545454545454545,1,"equal","equal_c1",3
1,0,1,0,0,1,23,23,1,1,0.565217391304348,1,"equal","equal_c1",3
1,1,0,1,1,0,24,24,0,1,0.583333333333333,1,"equal","equal_c1",3
0,1,0,1,1,0,25,25,0,1,0.6,1,"equal","equal_c1",3
0,0,1,1,1,0,26,26,0,1,0.615384615384615,1,"equal","equal_c1",3
1,0,0,1,1,0,27,27,1,0,0.592592592592593,1,"equal","equal_c1",3
1,0,1,1,1,1,28,28,1,1,0.607142857142857,1,"equal","equal_c1",3
0,0,1,1,0,0,29,29,0,1,0.620689655172414,1,"equal","equal_c1",3
0,0,1,0,1,0,30,30,1,0,0.6,1,"equal","equal_c1",3
1,1,0,1,0,0,31,31,1,0,0.580645161290323,1,"equal","equal_c1",3
1,1,1,1,0,1,32,32,1,1,0.59375,1,"equal","equal_c1",3
0,1,0,1,0,0,33,33,0,1,0.606060606060606,1,"equal","equal_c1",3
1,0,0,1,1,0,34,34,0,1,0.617647058823529,1,"equal","equal_c1",3
0,0,0,1,1,0,35,35,0,1,0.628571428571429,1,"equal","equal_c1",3
1,1,1,1,1,1,36,36,0,0,0.611111111111111,1,"equal","equal_c1",3
1,0,1,1,0,1,37,37,0,0,0.594594594594595,1,"equal","equal_c1",3
1,1,1,1,1,1,38,38,1,1,0.605263157894737,1,"equal","equal_c1",3
1,1,0,1,1,0,39,39,1,0,0.58974358974359,1,"equal","equal_c1",3
1,1,1,0,0,1,40,40,0,0,0.575,1,"equal","equal_c1",3
1,1,0,1,0,0,41,41,1,0,0.560975609756098,1,"equal","equal_c1",3
1,0,1,0,0,1,42,42,0,0,0.547619047619048,1,"equal","equal_c1",3
0,1,1,0,0,0,43,43,1,0,0.534883720930233,1,"equal","equal_c1",3
0,0,1,1,1,0,44,44,0,1,0.545454545454545,1,"equal","equal_c1",3
0,0,1,1,1,0,45,45,0,1,0.555555555555556,1,"equal","equal_c1",3
1,1,1,1,0,1,46,46,1,1,0.565217391304348,1,"equal","equal_c1",3
1,0,1,0,1,1,47,47,1,1,0.574468085106383,1,"equal","equal_c1",3
1,1,1,0,1,1,48,48,0,0,0.5625,1,"equal","equal_c1",3
1,0,1,0,1,1,49,49,0,0,0.551020408163265,1,"equal","equal_c1",3
1,0,1,0,1,1,50,50,1,1,0.56,1,"equal","equal_c1",3
1,1,1,1,1,1,51,51,0,0,0.549019607843137,1,"equal","equal_c1",3
0,0,1,1,0,0,52,52,0,1,0.557692307692308,1,"equal","equal_c1",3
0,1,0,0,1,0,53,53,0,1,0.566037735849057,1,"equal","equal_c1",3
1,1,1,1,0,1,54,54,0,0,0.555555555555556,1,"equal","equal_c1",3
1,0,1,1,0,1,55,55,0,0,0.545454545454545,1,"equal","equal_c1",3
1,0,1,1,1,1,56,56,1,1,0.553571428571429,1,"equal","equal_c1",3
1,1,1,1,1,1,57,57,0,0,0.543859649122807,1,"equal","equal_c1",3
1,0,1,1,1,1,58,58,1,1,0.551724137931034,1,"equal","equal_c1",3
1,1,0,1,1,0,59,59,0,1,0.559322033898305,1,"equal","equal_c1",3
0,0,1,0,0,0,60,60,0,1,0.566666666666667,1,"equal","equal_c1",3
0,0,0,1,0,0,61,61,0,1,0.573770491803279,1,"equal","equal_c1",3
0,1,0,1,1,0,62,62,1,0,0.564516129032258,1,"equal","equal_c1",3
0,0,1,0,1,0,63,63,1,0,0.555555555555556,1,"equal","equal_c1",3
0,1,1,1,0,0,64,64,1,0,0.546875,1,"equal","equal_c1",3
1,0,1,1,1,1,65,65,0,0,0.538461538461538,1,"equal","equal_c1",3
1,1,0,1,1,0,66,66,1,0,0.53030303030303,1,"equal","equal_c1",3
1,1,0,1,1,0,67,67,0,1,0.537313432835821,1,"equal","equal_c1",3
1,1,1,0,0,1,68,68,1,1,0.544117647058823,1,"equal","equal_c1",3
1,1,1,0,1,1,69,69,0,0,0.536231884057971,1,"equal","equal_c1",3
0,0,1,1,1,0,70,70,0,1,0.542857142857143,1,"equal","equal_c1",3
1,0,1,0,0,1,71,71,0,0,0.535211267605634,1,"equal","equal_c1",3
0,0,0,1,0,0,72,72,1,0,0.527777777777778,1,"equal","equal_c1",3
0,0,1,1,0,0,73,73,1,0,0.520547945205479,1,"equal","equal_c1",3
1,0,1,0,1,1,74,74,0,0,0.513513513513513,1,"equal","equal_c1",3
1,0,1,1,1,1,75,75,1,1,0.52,1,"equal","equal_c1",3
1,1,1,1,1,1,76,76,1,1,0.526315789473684,1,"equal","equal_c1",3
0,0,1,0,1,0,77,77,1,0,0.519480519480519,1,"equal","equal_c1",3
1,0,0,1,1,0,78,78,1,0,0.512820512820513,1,"equal","equal_c1",3
1,0,1,0,1,1,79,79,1,1,0.518987341772152,1,"equal","equal_c1",3
0,1,0,1,1,0,80,80,0,1,0.525,1,"equal","equal_c1",3
0,0,1,1,1,0,81,81,1,0,0.518518518518518,1,"equal","equal_c1",3
1,0,1,1,0,1,82,82,1,1,0.524390243902439,1,"equal","equal_c1",3
1,1,1,1,1,1,83,83,1,1,0.530120481927711,1,"equal","equal_c1",3
1,0,1,0,1,1,84,84,0,0,0.523809523809524,1,"equal","equal_c1",3
0,0,1,0,0,0,85,85,1,0,0.517647058823529,1,"equal","equal_c1",3
1,1,1,1,0,1,86,86,0,0,0.511627906976744,1,"equal","equal_c1",3
0,1,1,1,0,0,87,87,0,1,0.517241379310345,1,"equal","equal_c1",3
0,1,1,0,0,0,88,88,1,0,0.511363636363636,1,"equal","equal_c1",3
1,0,1,1,0,1,89,89,1,1,0.51685393258427,1,"equal","equal_c1",3
1,1,1,1,0,1,90,90,0,0,0.511111111111111,1,"equal","equal_c1",3
1,1,1,1,1,1,91,91,1,1,0.516483516483517,1,"equal","equal_c1",3
1,1,1,1,1,1,92,92,1,1,0.521739130434783,1,"equal","equal_c1",3
0,0,0,1,1,0,93,93,0,1,0.526881720430108,1,"equal","equal_c1",3
1,1,0,1,0,0,94,94,1,0,0.521276595744681,1,"equal","equal_c1",3
0,1,0,1,0,0,95,95,0,1,0.526315789473684,1,"equal","equal_c1",3
0,1,0,0,1,0,96,96,0,1,0.53125,1,"equal","equal_c1",3
0,1,0,1,1,0,1,1,0,1,1,1,"equal","equal_c1",4
0,1,0,1,0,0,2,2,1,0,0.5,1,"equal","equal_c1",4
0,0,1,1,1,0,3,3,1,0,0.333333333333333,1,"equal","equal_c1",4
0,0,0,1,0,0,4,4,0,1,0.5,1,"equal","equal_c1",4
0,0,1,1,1,0,5,5,0,1,0.6,1,"equal","equal_c1",4
1,1,0,1,1,0,6,6,1,0,0.5,1,"equal","equal_c1",4
1,1,0,1,0,0,7,7,1,0,0.428571428571429,1,"equal","equal_c1",4
1,0,1,1,0,1,8,8,1,1,0.5,1,"equal","equal_c1",4
1,1,1,0,0,1,9,9,1,1,0.555555555555556,1,"equal","equal_c1",4
1,1,1,1,0,1,10,10,1,1,0.6,1,"equal","equal_c1",4
1,0,1,1,1,1,11,11,0,0,0.545454545454545,1,"equal","equal_c1",4
1,0,1,0,0,1,12,12,0,0,0.5,1,"equal","equal_c1",4
0,0,1,0,0,0,13,13,0,1,0.538461538461538,1,"equal","equal_c1",4
0,0,0,1,1,0,14,14,0,1,0.571428571428571,1,"equal","equal_c1",4
1,1,1,1,1,1,15,15,0,0,0.533333333333333,1,"equal","equal_c1",4
0,0,1,1,0,0,16,16,1,0,0.5,1,"equal","equal_c1",4
0,1,1,0,0,0,17,17,1,0,0.470588235294118,1,"equal","equal_c1",4
1,0,0,1,1,0,18,18,1,0,0.444444444444444,1,"equal","equal_c1",4
1,0,1,1,0,1,19,19,0,0,0.421052631578947,1,"equal","equal_c1",4
1,0,1,0,1,1,20,20,1,1,0.45,1,"equal","equal_c1",4
1,0,1,0,1,1,21,21,0,0,0.428571428571429,1,"equal","equal_c1",4
1,1,1,1,1,1,22,22,1,1,0.454545454545455,1,"equal","equal_c1",4
0,0,1,0,1,0,23,23,1,0,0.434782608695652,1,"equal","equal_c1",4
1,1,0,1,1,0,24,24,0,1,0.458333333333333,1,"equal","equal_c1",4
1,1,1,1,1,1,25,25,1,1,0.48,1,"equal","equal_c1",4
1,0,1,0,1,1,26,26,1,1,0.5,1,"equal","equal_c1",4
1,1,1,0,1,1,27,27,0,0,0.481481481481481,1,"equal","equal_c1",4
1,0,1,1,1,1,28,28,0,0,0.464285714285714,1,"equal","equal_c1",4
1,1,1,1,0,1,29,29,1,1,0.482758620689655,1,"equal","equal_c1",4
0,1,1,1,0,0,30,30,0,1,0.5,1,"equal","equal_c1",4
0,1,0,0,1,0,31,31,1,0,0.483870967741935,1,"equal","equal_c1",4
1,1,1,1,1,1,32,32,0,0,0.46875,1,"equal","equal_c1",4
1,0,1,0,1,1,33,33,0,0,0.454545454545455,1,"equal","equal_c1",4
1,0,1,1,1,1,34,34,0,0,0.441176470588235,1,"equal","equal_c1",4
1,1,1,1,1,1,35,35,0,0,0.428571428571429,1,"equal","equal_c1",4
0,0,0,1,0,0,36,36,0,1,0.444444444444444,1,"equal","equal_c1",4
1,1,1,1,0,1,37,37,1,1,0.459459459459459,1,"equal","equal_c1",4
1,1,1,1,1,1,38,38,0,0,0.447368421052632,1,"equal","equal_c1",4
0,0,1,1,1,0,39,39,1,0,0.435897435897436,1,"equal","equal_c1",4
1,1,1,1,0,1,40,40,1,1,0.45,1,"equal","equal_c1",4
1,1,0,1,1,0,41,41,0,1,0.463414634146341,1,"equal","equal_c1",4
1,1,1,0,1,1,42,42,1,1,0.476190476190476,1,"equal","equal_c1",4
1,1,1,1,1,1,43,43,1,1,0.488372093023256,1,"equal","equal_c1",4
1,1,0,1,0,0,44,44,1,0,0.477272727272727,1,"equal","equal_c1",4
0,1,0,1,0,0,45,45,1,0,0.466666666666667,1,"equal","equal_c1",4
0,1,1,0,0,0,46,46,1,0,0.456521739130435,1,"equal","equal_c1",4
0,0,1,0,0,0,47,47,0,1,0.468085106382979,1,"equal","equal_c1",4
1,1,0,1,1,0,48,48,1,0,0.458333333333333,1,"equal","equal_c1",4
1,0,1,0,1,1,49,49,1,1,0.469387755102041,1,"equal","equal_c1",4
